CustomerID,Age,Gender,Income_Level,Health_Conscious_Score,Current_Beverage_Preference,Purchase_Intention,Willingness_To_Pay,Feature_Preference_Taste,Feature_Preference_EnergyBoost,Feature_Preference_Packaging,Feature_Preference_Price,Feature_Preference_Availability,Expected_Repeat_Purchase_Rate,Open_Ended_Feedback,Preferred_Channel,Proximity_to_Store,Channel_Satisfaction,Awareness_Source,Promo_Response,Ad_Recall_Score,Coupon_Usage(%),Brand_Engagement
361,29,Female,Low,9,Soft Drinks,0,107,3,4,3,1,2,0.42,Too expensive compared to other drinks.,Convenience Store,1.77,2,Online Ads,Yes,4,46,High
362,43,Female,Medium,3,,1,87,3,2,4,4,5,0.88,Love the natural ingredients.,Convenience Store,1.44,3,TV,Yes,3,62,High
363,33,Male,Medium,7,,0,91,4,3,3,2,4,0.49,Not sure if I would switch from my current brand.,Gym,1.48,3,Social Media,Yes,5,96,Medium
364,54,Female,High,1,,1,150,3,3,3,4,4,0.51,Price is a concern for students like me.,Supermarket,1.17,2,Online Ads,No,1,68,Medium
365,39,Other,Medium,4,,1,64,4,5,1,4,1,0.6,Not sure if I would switch from my current brand.,Gym,0.21,2,In-store Promo,No,2,42,High
366,46,Other,High,4,Energy Drinks,1,60,4,3,5,5,3,0.89,Needs more flavor options.,Supermarket,0.09,1,TV,Yes,3,47,High
367,31,Female,Medium,7,Water,0,140,3,2,3,1,2,0.37,Love the natural ingredients.,Convenience Store,4.94,3,TV,Yes,2,33,High
368,45,Male,High,8,Water,1,141,2,3,1,4,2,0.68,Too expensive compared to other drinks.,Convenience Store,2.14,5,Online Ads,No,2,39,Medium
369,22,Other,Low,1,Energy Drinks,1,104,3,1,4,1,1,0.7,Price is a concern for students like me.,Gym,1.92,2,Social Media,Yes,4,74,Low
370,47,Female,High,5,Juices,1,102,3,3,3,5,2,0.63,Too expensive compared to other drinks.,Gym,3.4,2,In-store Promo,Yes,4,60,Medium
371,22,Male,Medium,7,Juices,0,128,3,4,5,1,1,0.26,Sounds great! Would definitely try.,Supermarket,1.09,4,Social Media,No,3,49,High
372,29,Other,High,4,,1,90,2,1,3,2,5,0.67,Sounds great! Would definitely try.,Cafe,4.75,5,Word of Mouth,Yes,5,66,Medium
373,33,Female,Medium,4,Soft Drinks,0,75,1,5,4,4,4,0.24,Great taste but packaging could be improved.,Supermarket,3.93,5,Word of Mouth,Yes,3,61,Medium
374,43,Female,Medium,4,Juices,0,120,1,4,3,1,3,0.62,Not sure if I would switch from my current brand.,Gym,0.45,2,Online Ads,Yes,5,57,High
375,43,Female,Medium,6,Soft Drinks,1,144,4,2,5,3,4,0.72,Price is a concern for students like me.,Gym,2.09,1,Online Ads,No,2,32,Medium
376,38,Male,Medium,7,Water,1,127,4,2,1,1,4,0.35,Sounds great! Would definitely try.,Online Store,4.4,4,Online Ads,Yes,1,74,High
377,53,Male,Low,2,Soft Drinks,1,105,2,2,5,4,5,0.79,Great taste but packaging could be improved.,Gym,4.72,5,Word of Mouth,Yes,3,15,Medium
378,50,Male,Low,5,Water,1,143,5,4,1,5,2,0.22,Love the natural ingredients.,Online Store,2.34,2,Social Media,Yes,3,81,Medium
379,47,Female,Low,4,Energy Drinks,1,54,1,4,2,5,3,0.79,Price is a concern for students like me.,Cafe,3.07,5,Social Media,Yes,5,93,Medium
380,54,Male,Low,3,Energy Drinks,1,135,4,4,5,4,2,0.52,Great taste but packaging could be improved.,Supermarket,0.84,4,Online Ads,Yes,2,47,High
381,40,Male,High,7,,0,78,1,1,5,2,4,0.35,Convenience of availability is key.,Supermarket,4.96,4,In-store Promo,No,2,9,Low
382,27,Male,Low,6,Juices,1,109,2,1,4,2,1,0.29,Price is a concern for students like me.,Online Store,1.16,3,Social Media,Yes,5,81,Low
383,22,Female,High,7,,0,40,2,2,3,5,4,0.87,Not really interested in energy drinks.,Supermarket,4.71,2,Word of Mouth,No,2,37,High
384,53,Other,Medium,5,Water,1,150,5,3,1,5,2,0.25,Great taste but packaging could be improved.,Gym,3.25,4,TV,Yes,4,18,Low
385,51,Male,Low,6,,1,62,5,2,1,4,4,0.34,Too expensive compared to other drinks.,Convenience Store,3.04,3,TV,Yes,1,35,Medium
386,48,Male,Medium,5,Soft Drinks,0,78,2,5,4,2,1,0.44,Not really interested in energy drinks.,Online Store,2.56,3,TV,Yes,3,58,Medium
387,27,Female,Medium,7,Water,1,96,4,1,4,5,5,0.63,Convenience of availability is key.,Supermarket,1.15,5,In-store Promo,Yes,1,62,Medium
388,36,Female,Medium,2,Energy Drinks,1,120,1,4,3,2,2,0.58,Sounds great! Would definitely try.,Online Store,0.88,5,Online Ads,Yes,3,76,Medium
389,49,Male,Medium,5,Juices,1,73,3,1,3,5,4,0.29,I love the idea of a healthy energy drink.,Online Store,1.1,3,Word of Mouth,Yes,4,45,Low
390,18,Female,Medium,6,Water,1,80,5,4,5,1,2,0.4,Great taste but packaging could be improved.,Convenience Store,0.93,5,In-store Promo,Yes,2,2,Medium
391,22,Male,Low,6,Water,1,132,3,5,2,3,5,0.37,Love the natural ingredients.,Gym,3.9,4,Word of Mouth,No,5,73,Medium
392,21,Male,High,5,Soft Drinks,1,112,4,5,3,1,4,0.35,Great taste but packaging could be improved.,Online Store,1.75,1,Word of Mouth,Yes,4,64,Medium
393,33,Female,High,10,Juices,0,52,5,1,4,5,4,0.49,I love the idea of a healthy energy drink.,Supermarket,0.29,4,Online Ads,No,1,90,Low
394,41,Male,Medium,7,Energy Drinks,1,109,3,4,3,3,2,0.69,Convenience of availability is key.,Cafe,4.85,3,TV,No,5,7,Medium
395,33,Other,Low,10,Water,1,45,4,5,1,3,2,0.35,Convenience of availability is key.,Online Store,4.42,3,Online Ads,Yes,2,50,Low
396,19,Male,Medium,8,Water,0,123,1,2,2,5,1,0.46,Not really interested in energy drinks.,Online Store,4.64,4,In-store Promo,Yes,4,80,Low
397,45,Female,Low,7,Soft Drinks,0,91,4,2,5,5,5,0.47,Price is a concern for students like me.,Convenience Store,4.97,5,In-store Promo,Yes,5,72,Low
398,49,Female,Low,5,,1,42,5,4,1,2,1,0.88,Love the natural ingredients.,Gym,0.87,5,In-store Promo,Yes,4,5,Low
399,44,Male,Low,1,Energy Drinks,1,120,2,1,1,5,4,0.87,Not really interested in energy drinks.,Cafe,1.98,3,Online Ads,Yes,4,88,High
400,37,Female,Medium,5,Juices,1,102,1,5,2,4,2,0.76,Love the natural ingredients.,Supermarket,3.79,2,Word of Mouth,No,2,38,Low
401,41,Male,High,10,Water,1,88,3,1,5,5,4,0.37,Love the natural ingredients.,Cafe,3.48,5,Word of Mouth,Yes,3,59,High
402,29,Other,Medium,2,Water,0,115,5,2,4,4,4,0.25,I love the idea of a healthy energy drink.,Supermarket,0.77,4,Social Media,Yes,5,27,High
403,52,Male,Medium,5,Energy Drinks,0,86,2,5,5,5,3,0.42,Not really interested in energy drinks.,Gym,4.08,5,In-store Promo,No,2,96,Medium
404,50,Male,Medium,5,,1,148,4,1,3,2,3,0.39,Love the natural ingredients.,Supermarket,1.12,4,Word of Mouth,Yes,4,53,Low
405,50,Male,Medium,2,Water,0,94,2,3,1,4,4,0.55,Needs more flavor options.,Convenience Store,1.12,3,Social Media,No,2,36,Medium
406,54,Other,Medium,5,Energy Drinks,0,103,5,4,3,1,2,0.74,I love the idea of a healthy energy drink.,Convenience Store,2.68,5,Word of Mouth,Yes,3,8,High
407,29,Female,High,4,Soft Drinks,0,104,5,4,4,4,4,0.8,Convenience of availability is key.,Convenience Store,2.96,4,In-store Promo,Yes,5,81,Medium
408,20,Female,Low,1,,1,120,2,3,3,2,3,0.79,I love the idea of a healthy energy drink.,Convenience Store,2.9,3,TV,Yes,3,55,Low
409,18,Male,High,3,Juices,1,106,4,2,5,4,2,0.45,Too expensive compared to other drinks.,Cafe,0.46,2,In-store Promo,Yes,1,58,Medium
410,50,Female,Medium,1,Water,0,129,2,5,3,5,4,0.68,Too expensive compared to other drinks.,Gym,4.39,4,Online Ads,No,5,84,High
411,27,Male,Medium,5,Energy Drinks,1,54,5,4,4,5,5,0.42,Love the natural ingredients.,Supermarket,1.33,2,Word of Mouth,Yes,3,1,High
412,46,Female,Medium,4,Soft Drinks,1,139,5,3,4,2,5,0.24,Not really interested in energy drinks.,Supermarket,0.65,2,Word of Mouth,No,4,60,Low
413,30,Male,Medium,7,Juices,1,71,3,3,4,3,4,0.69,Convenience of availability is key.,Convenience Store,4.44,1,Online Ads,Yes,5,57,Medium
414,29,Male,High,5,Energy Drinks,0,135,3,2,5,5,2,0.21,I love the idea of a healthy energy drink.,Convenience Store,4.78,5,Online Ads,Yes,5,59,Low
415,48,Male,High,10,Energy Drinks,1,107,1,2,4,1,4,0.49,Not really interested in energy drinks.,Online Store,4.31,4,TV,Yes,2,39,Low
416,19,Female,Medium,4,Juices,0,57,5,1,1,2,4,0.43,I love the idea of a healthy energy drink.,Gym,4.05,2,Word of Mouth,Yes,4,35,High
417,52,Female,Low,2,Soft Drinks,1,122,3,4,4,4,3,0.69,I love the idea of a healthy energy drink.,Cafe,3.28,1,Word of Mouth,No,1,36,Low
418,40,Male,Medium,4,Soft Drinks,1,82,2,1,3,4,5,0.74,Needs more flavor options.,Supermarket,2.75,3,TV,Yes,3,78,Low
419,34,Female,High,2,,0,74,4,3,3,1,3,0.41,Too expensive compared to other drinks.,Online Store,0.43,4,Social Media,Yes,2,91,Low
420,43,Female,Low,8,Water,1,143,2,5,3,5,3,0.77,I love the idea of a healthy energy drink.,Online Store,2.04,2,TV,Yes,3,17,High
421,25,Female,Medium,3,Juices,1,117,4,5,5,2,4,0.41,Needs more flavor options.,Supermarket,1.86,5,In-store Promo,Yes,1,97,High
422,46,Male,Medium,9,Juices,0,97,3,2,3,1,3,0.51,Too expensive compared to other drinks.,Cafe,1.3,1,Word of Mouth,Yes,1,62,Medium
423,43,Male,Medium,4,Juices,1,72,1,5,5,5,5,0.71,Needs more flavor options.,Online Store,3.62,2,Online Ads,Yes,5,21,High
424,27,Female,Low,6,Soft Drinks,0,53,2,5,5,2,3,0.69,Not really interested in energy drinks.,Online Store,2.48,5,In-store Promo,No,1,10,Low
425,43,Male,Medium,10,Water,1,73,2,5,4,4,5,0.89,Price is a concern for students like me.,Gym,0.41,2,Word of Mouth,Yes,3,57,Medium
426,51,Male,High,5,,1,100,2,3,1,2,3,0.36,Too expensive compared to other drinks.,Cafe,1.1,4,TV,Yes,4,56,Medium
427,24,Female,Low,10,Energy Drinks,1,43,4,5,4,3,5,0.66,Sounds great! Would definitely try.,Online Store,3.42,4,In-store Promo,Yes,4,76,Low
428,21,Other,Low,1,Energy Drinks,0,127,3,5,4,2,3,0.63,Price is a concern for students like me.,Cafe,0.38,4,Word of Mouth,Yes,5,3,Medium
429,28,Male,High,9,Juices,1,98,2,5,5,3,3,0.84,Not really interested in energy drinks.,Supermarket,4.26,1,Social Media,No,3,85,High
430,46,Male,Low,1,Water,1,68,2,1,5,2,2,0.31,I love the idea of a healthy energy drink.,Convenience Store,2.48,4,Social Media,Yes,3,6,Low
431,53,Female,High,8,Soft Drinks,1,122,1,3,3,3,5,0.73,Convenience of availability is key.,Online Store,2.4,5,Online Ads,Yes,1,60,Low
432,42,Male,Medium,9,Water,1,45,1,2,3,4,5,0.6,Not really interested in energy drinks.,Gym,2.96,2,Word of Mouth,No,3,53,Low
433,38,Male,Low,9,Water,1,136,3,1,4,5,5,0.39,Needs more flavor options.,Supermarket,4.12,3,Social Media,Yes,2,87,Low
434,53,Male,High,1,Soft Drinks,0,88,3,4,2,3,1,0.53,Needs more flavor options.,Cafe,1.74,5,TV,Yes,1,67,High
435,27,Female,Medium,2,Juices,0,79,5,3,2,3,3,0.43,Needs more flavor options.,Supermarket,3.39,5,Word of Mouth,No,2,91,Medium
436,54,Female,Medium,1,Water,1,122,1,3,3,4,5,0.61,Needs more flavor options.,Online Store,2.83,4,TV,No,5,78,Medium
437,26,Male,Medium,10,Energy Drinks,0,104,5,4,2,3,1,0.82,Not really interested in energy drinks.,Cafe,1.34,1,TV,No,4,0,High
438,41,Male,Medium,2,Soft Drinks,1,108,4,4,3,1,2,0.6,Convenience of availability is key.,Convenience Store,4.39,2,Social Media,Yes,5,54,Low
439,52,Male,Low,10,,1,66,5,4,5,4,5,0.64,Great taste but packaging could be improved.,Supermarket,3.99,1,Word of Mouth,Yes,4,2,Medium
440,52,Female,Medium,8,Juices,0,119,2,2,4,1,5,0.56,Needs more flavor options.,Online Store,3.29,2,In-store Promo,Yes,5,77,Medium
441,53,Male,High,5,Soft Drinks,1,45,5,5,1,4,1,0.24,Great taste but packaging could be improved.,Gym,4.25,2,Social Media,Yes,3,37,Medium
442,35,Male,Low,7,,1,143,3,3,4,3,3,0.36,Convenience of availability is key.,Cafe,4.34,1,Social Media,No,2,0,High
443,49,Female,Medium,2,,1,52,4,5,3,1,2,0.54,Convenience of availability is key.,Supermarket,3.54,5,Word of Mouth,Yes,4,37,High
444,41,Male,Medium,8,Water,0,103,2,5,3,3,5,0.42,Price is a concern for students like me.,Supermarket,4.19,2,Word of Mouth,No,1,84,Medium
445,40,Female,Medium,6,Water,0,101,5,4,4,4,3,0.33,Too expensive compared to other drinks.,Convenience Store,3.49,1,TV,No,2,28,High
446,49,Male,Low,8,Water,1,138,4,2,3,3,2,0.55,Sounds great! Would definitely try.,Convenience Store,3.4,2,Word of Mouth,Yes,1,4,Low
447,54,Male,High,1,Soft Drinks,1,58,4,1,2,1,4,0.43,Love the natural ingredients.,Gym,3.09,3,TV,Yes,2,73,Low
448,29,Male,Medium,1,Soft Drinks,1,115,2,2,2,1,4,0.38,Sounds great! Would definitely try.,Gym,3.76,5,Social Media,No,2,91,Low
449,30,Female,Low,7,Juices,1,119,5,5,3,3,2,0.52,Not really interested in energy drinks.,Online Store,0.79,4,Online Ads,Yes,5,20,Medium
450,40,Female,Low,8,Water,0,82,4,2,3,2,1,0.29,Love the natural ingredients.,Online Store,4.4,2,In-store Promo,No,4,70,Medium
451,42,Female,Low,3,,1,113,4,4,2,4,2,0.85,Convenience of availability is key.,Gym,4.36,3,Social Media,Yes,4,66,Medium
452,52,Male,Medium,5,Energy Drinks,0,128,1,1,3,4,2,0.81,Sounds great! Would definitely try.,Gym,0.15,4,Word of Mouth,Yes,2,46,High
453,47,Female,Medium,1,Juices,1,59,4,4,3,3,1,0.7,Not sure if I would switch from my current brand.,Cafe,4.13,4,In-store Promo,Yes,3,83,Medium
454,34,Male,High,7,Soft Drinks,1,134,1,1,4,2,1,0.27,Too expensive compared to other drinks.,Convenience Store,0.64,2,Online Ads,No,3,82,Medium
455,37,Male,Medium,5,Juices,1,107,5,5,1,1,3,0.74,Sounds great! Would definitely try.,Online Store,1.68,1,Online Ads,Yes,1,34,Low
456,42,Female,Low,8,Juices,1,83,5,1,2,5,3,0.77,Too expensive compared to other drinks.,Convenience Store,3.72,2,TV,No,1,67,Low
457,39,Male,Medium,8,Juices,0,62,5,1,4,5,1,0.74,Great taste but packaging could be improved.,Convenience Store,0.8,3,In-store Promo,Yes,5,68,Medium
458,30,Male,Medium,9,Juices,1,41,3,1,1,3,4,0.28,Not really interested in energy drinks.,Gym,4.09,4,TV,No,2,0,Medium
459,36,Male,Low,7,Energy Drinks,0,61,5,2,3,2,4,0.65,Too expensive compared to other drinks.,Cafe,4.16,2,Social Media,No,1,67,High
460,53,Male,Low,1,Water,1,96,4,2,3,2,2,0.78,Great taste but packaging could be improved.,Supermarket,2.54,1,In-store Promo,Yes,1,11,Low
461,29,Male,Low,3,,0,140,2,5,4,4,5,0.6,Needs more flavor options.,Cafe,0.03,2,Social Media,Yes,2,59,Low
462,36,Female,Medium,8,Juices,1,111,1,1,3,1,2,0.65,Great taste but packaging could be improved.,Cafe,1.44,5,TV,No,5,26,Medium
463,29,Male,Medium,3,Juices,1,46,3,3,5,2,2,0.52,Not really interested in energy drinks.,Convenience Store,3.08,1,In-store Promo,Yes,1,55,Low
464,26,Female,Medium,8,Juices,0,117,5,5,4,5,5,0.57,Price is a concern for students like me.,Cafe,4.91,3,TV,No,5,22,Low
465,24,Female,High,1,Water,0,95,5,1,1,1,1,0.22,Needs more flavor options.,Online Store,3.16,4,In-store Promo,Yes,4,24,High
466,45,Male,High,5,Soft Drinks,1,106,2,1,4,1,4,0.65,Convenience of availability is key.,Convenience Store,1.3,2,TV,No,5,20,Low
467,31,Male,Medium,4,Soft Drinks,1,55,2,2,2,3,2,0.26,I love the idea of a healthy energy drink.,Online Store,3.17,1,Online Ads,No,3,60,Medium
468,48,Male,High,5,Energy Drinks,0,122,3,5,4,2,5,0.5,Great taste but packaging could be improved.,Supermarket,2.7,5,TV,No,3,62,Low
469,36,Female,Low,8,Soft Drinks,0,90,1,1,3,3,3,0.4,Great taste but packaging could be improved.,Convenience Store,3.9,1,Online Ads,Yes,5,51,Low
470,33,Male,Low,10,Juices,0,121,5,1,3,2,2,0.58,Too expensive compared to other drinks.,Supermarket,0.53,5,TV,Yes,3,87,Medium
471,22,Female,Low,4,Juices,1,119,3,5,5,4,4,0.29,Convenience of availability is key.,Convenience Store,3.81,3,In-store Promo,Yes,4,24,High
472,52,Male,Low,4,Juices,1,111,4,3,5,3,1,0.68,Sounds great! Would definitely try.,Gym,2.71,4,In-store Promo,Yes,2,54,Medium
473,29,Female,Medium,3,Energy Drinks,0,136,4,5,5,3,2,0.76,Not sure if I would switch from my current brand.,Cafe,4.81,3,In-store Promo,Yes,3,45,High
474,42,Male,High,7,Juices,0,51,3,5,1,5,2,0.31,Love the natural ingredients.,Gym,1.71,2,Word of Mouth,Yes,3,31,Low
475,38,Male,Low,3,Soft Drinks,0,92,5,3,5,3,5,0.27,Great taste but packaging could be improved.,Supermarket,3.16,1,Social Media,No,5,54,High
476,53,Other,Low,3,Water,0,114,3,5,1,2,3,0.3,Sounds great! Would definitely try.,Cafe,4.66,5,In-store Promo,Yes,4,95,Low
477,40,Female,Medium,10,Water,1,44,5,1,5,5,3,0.81,Not sure if I would switch from my current brand.,Convenience Store,0.51,5,Online Ads,Yes,2,4,Medium
478,33,Male,High,5,,0,66,2,5,1,3,1,0.57,Love the natural ingredients.,Cafe,4.69,1,In-store Promo,No,5,35,Medium
479,31,Female,Medium,5,Soft Drinks,0,51,3,3,4,3,4,0.53,I love the idea of a healthy energy drink.,Online Store,3.44,1,Word of Mouth,Yes,5,48,High
480,48,Female,Medium,6,Juices,1,56,5,4,4,4,1,0.27,Too expensive compared to other drinks.,Cafe,0.34,2,Online Ads,Yes,4,57,Medium
481,22,Female,Low,8,Water,0,45,3,5,3,3,2,0.65,Sounds great! Would definitely try.,Online Store,1.5,3,Word of Mouth,No,2,38,Low
482,52,Female,Low,10,Soft Drinks,1,136,3,2,1,1,2,0.81,Too expensive compared to other drinks.,Cafe,3.54,5,Online Ads,No,4,79,Low
483,40,Male,High,6,Water,1,44,5,1,2,5,3,0.78,Love the natural ingredients.,Online Store,0.34,2,TV,Yes,2,96,High
484,46,Male,High,1,Juices,1,96,5,1,3,1,4,0.64,Price is a concern for students like me.,Supermarket,2.91,3,Social Media,Yes,4,84,Medium
485,28,Male,Low,8,Water,1,67,1,2,4,5,5,0.25,Great taste but packaging could be improved.,Gym,1.73,2,Social Media,No,5,60,High
486,35,Female,High,8,,1,117,3,2,1,4,4,0.28,Needs more flavor options.,Convenience Store,3.1,5,Word of Mouth,Yes,5,8,Low
487,29,Female,Medium,9,,1,108,4,5,5,3,2,0.23,Not sure if I would switch from my current brand.,Cafe,0.23,1,Social Media,Yes,1,5,Medium
488,26,Male,High,9,Water,1,98,3,2,2,3,5,0.38,Convenience of availability is key.,Gym,4.36,1,Word of Mouth,Yes,3,34,Low
489,27,Male,Medium,2,Soft Drinks,1,72,3,4,4,3,4,0.29,Not really interested in energy drinks.,Convenience Store,4.87,3,Word of Mouth,Yes,4,38,High
490,34,Female,Medium,2,Soft Drinks,1,101,5,3,3,5,4,0.38,Great taste but packaging could be improved.,Convenience Store,4.84,4,Word of Mouth,Yes,1,21,Medium
491,24,Other,Medium,3,Soft Drinks,1,89,3,2,1,3,5,0.47,Needs more flavor options.,Online Store,3.75,3,Social Media,Yes,3,40,High
492,30,Female,Medium,1,Water,0,144,3,2,2,1,2,0.86,Not really interested in energy drinks.,Supermarket,0.65,4,Word of Mouth,No,4,4,Low
493,26,Male,Low,4,Soft Drinks,0,58,4,4,1,3,4,0.63,Sounds great! Would definitely try.,Supermarket,3.79,2,Social Media,No,2,41,Medium
494,44,Male,Low,4,Juices,0,125,5,1,5,4,5,0.78,Not really interested in energy drinks.,Gym,0.12,2,Word of Mouth,Yes,3,86,Medium
495,19,Male,Medium,9,,1,108,3,1,3,1,2,0.7,I love the idea of a healthy energy drink.,Supermarket,0.11,5,In-store Promo,No,5,80,Medium
496,22,Other,Medium,9,Juices,1,105,2,5,1,3,5,0.28,Great taste but packaging could be improved.,Cafe,1.62,4,Word of Mouth,No,1,75,High
497,46,Male,Low,9,Soft Drinks,1,133,1,4,4,3,5,0.72,Too expensive compared to other drinks.,Supermarket,2.44,5,Online Ads,Yes,3,86,High
498,54,Female,Medium,10,Juices,1,86,4,3,3,2,4,0.39,Price is a concern for students like me.,Gym,3.85,1,Word of Mouth,Yes,3,79,High
499,36,Male,High,7,Soft Drinks,1,78,3,3,4,5,2,0.65,Convenience of availability is key.,Supermarket,3.42,4,TV,No,5,66,High
500,25,Female,Low,2,Water,0,107,2,4,1,1,4,0.44,Too expensive compared to other drinks.,Cafe,2.23,3,Word of Mouth,Yes,4,29,Low
